species,species_prot_acc,Distance,MostRelatedSpecies,ProteinAcc,Description
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.12,0.7137617,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1007.86.5,0.8605600900000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011656,Mef2
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1007.86.3,0.8605600900000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011656,Mef2
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1007.86.7,0.8605600900000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011656,Mef2
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1007.86,0.8605600900000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011656,Mef2
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1007.86.6,0.8605600900000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011656,Mef2
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1007.86.4,0.8605600900000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011656,Mef2
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1007.86.1,0.8662341100000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011656,Mef2
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1007.86.2,0.8524924,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011656,Mef2
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1108.552.1,0.3177371,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000611,exd
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1108.552,0.2250325,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000611,exd
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.2,1.53712296,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.10,1.51810293,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.5.1,1.5363056999999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.5,1.5363056999999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.12,1.54931526,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.3,1.5651997,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.7,1.60091459,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102,1.5558068779999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.4,1.56684219,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.6,1.57684799,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.8,1.53121112,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.1,1.54625892,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.13,1.51289621,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.11,1.4976682000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.9,1.4976682000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.102.14,1.4976682000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001222,Hsf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.48.1,1.9754676,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0085432,pan
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.48.1.1,1.9754676,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0085432,pan
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.48,1.96254757,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0085432,pan
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1805.233.4,1.748463,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263112,Mitf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1805.233.3,1.748463,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263112,Mitf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1805.233.1,1.748463,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263112,Mitf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1805.233.2,1.748463,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263112,Mitf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1805.233,1.748463,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263112,Mitf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.94.3,1.1320269000000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0042696,NfI
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.94,1.1320269000000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0042696,NfI
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.94.4,1.1320269000000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0042696,NfI
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.94.2,1.1909802000000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0042696,NfI
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.94.1,1.1801496200000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0042696,NfI
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.94.6,1.0907734000000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0042696,NfI
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.94.5,1.08085895,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0042696,NfI
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2101.363,1.031483,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0022959,yps
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.60.1,0.9606144600000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0038197,foxo
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.60,0.95631954,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0038197,foxo
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.252,2.2390537999999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0035238,CG12104
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.252.1,2.21154817,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0035238,CG12104
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0411.74,0.732407,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001139,gro
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0904.17,0.606309,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002283,l(3)73Ah
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.134,0.8571150000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0264075,tgo
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2101.49.1,0.837629,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0023094,cyc
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2101.49,0.9061359999999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0023094,cyc
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1202.103,1.285837,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261953,TfAP-2
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.387,0.8194760000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0032651,Oli
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.150,1.4554371000000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000022,ac
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.149,1.4570371,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000022,ac
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.148,1.2848901000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000022,ac
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.147,1.8005181,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000022,ac
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.95.1,0.6121691,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003345,sd
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.95.3,0.6121691,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003345,sd
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.95.2,0.6950643000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003345,sd
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.95,0.6498625,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003345,sd
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.293,0.905274,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002733,E(spl)mbeta-HLH
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.292,0.905274,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002733,E(spl)mbeta-HLH
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.296,1.4957436,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002733,E(spl)mbeta-HLH
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.295,1.1525436,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002733,E(spl)mbeta-HLH
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1202.497.1,1.2827112,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001168,h
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1202.497,1.2649628000000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001168,h
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1202.739,1.5600745,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001168,h
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0801.121.1,2.2451006,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001297,kay
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0801.121,2.2464284,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001297,kay
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0801.121.2,2.1940679999999997,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001297,kay
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1910.210,1.27905,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0005660,Ets21C
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2101.272,0.8040214,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0005658,Ets65A
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2101.272.1,0.7772927378,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0005658,Ets65A
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.623,1.5959932,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002922,nau
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1108.88,2.72424848,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261705,CG42741
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2101.111,1.5040719999999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0040765,luna
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.613,1.959001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261705,CG42741
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.199.2,1.3225373733699999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0050011,gem
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.199.5,1.36146125,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0050011,gem
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.199.1,1.3352599029999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0050011,gem
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.199.7,1.3352599029999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0050011,gem
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.199.3,1.3352599029999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0050011,gem
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.199.6,1.3352599029999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0050011,gem
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.199.4,1.3352599029999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0050011,gem
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.199,1.3527955029999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0050011,gem
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.199.8,1.2996827233700001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0050011,gem
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.514,1.991444,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261648,salm
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1108.588,2.6656114200000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1411.245,2.7528886999999997,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1601.103_evm.model.Herato1601.104,2.8692102000000004,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1708.96,2.8803671,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.196.1,2.9837754585000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.196,2.98473565,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.440,2.8005200399999994,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.448.1,2.6923219400000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.448,2.6835431400000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0211.70,2.8936010000000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1708.76,2.5733409585,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1708.76.1,2.5924467,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1707.10,2.5027043,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034062,CG8388
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.284.4,1.1404,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0265784,CrebB
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.284.3,1.13935941,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0265784,CrebB
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.284.2,1.082011475,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0265784,CrebB
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.284,1.082011475,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0265784,CrebB
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.284.1,1.081653075,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0265784,CrebB
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.318,2.3270593,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0020378,Sp1
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.371,1.206882,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0020378,Sp1
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.643,0.8574280000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000575,emc
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.405,3.115491,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263772,CG43689
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.407.2,1.7753014407999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263772,CG43689
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.407.2.1,1.9492012,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263772,CG43689
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.407.2.2,1.9492012,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263772,CG43689
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.407,1.9662986399999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263772,CG43689
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.407.1,1.9671778,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263772,CG43689
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.407.3,1.8088263408,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0263772,CG43689
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.80,1.607659,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034520,lms
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.132,2.0991340000000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0034520,lms
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.93,1.460872,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0264005,Hmx
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1908.71,0.9704676,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0031759,lid
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1805.260,0.9428559999999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0031759,lid
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.14.3,1.7215892,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0267821,da
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.14.4,1.6885402413000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0267821,da
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.14.2,1.8048621413000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0267821,da
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.14.1,1.82828219,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0267821,da
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.14,1.8061115313,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0267821,da
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.14.5,1.8030073500000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0267821,da
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.261,1.101018,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003300,run
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.260,0.6400220944,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0083981,RunxA
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.255,0.992048,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0259162,RunxB
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.262,1.4553954,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003300,run
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.174.2,0.848702,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000546,EcR
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.174,0.7748599599999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000546,EcR
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.174.1,0.7785182399999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000546,EcR
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.267,2.4966831000000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0035144,Kah
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.572,1.6835930000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001981,esg
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2101.349,1.378209,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0004880,scrt
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.159.1,1.437312,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0004102,oc
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.159,1.437312,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0004102,oc
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.159.2,1.437312,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0004102,oc
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.656,1.09212,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003964,usp
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.656.2,1.09212,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003964,usp
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.656.1,1.09212,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003964,usp
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.410,1.3730660000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0010287,Trf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.410.1,1.3730660000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0010287,Trf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1910.28.1,1.318197,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0010287,Trf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1910.28,0.88525475694,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0010287,Trf
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1910.33,0.45194900000000005,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003687,Tbp
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.187.7,1.4451044084000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0260632,dl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.187.2,1.4454051484000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0260632,dl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.187.3,1.47244424,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0260632,dl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.187.4,1.4814515899999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0260632,dl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.187.1,1.4900841699999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0260632,dl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.187.6,1.48444054,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0260632,dl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.187.5,1.47499204,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0260632,dl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.187,1.3611216084000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0260632,dl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.30,2.12798,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0014018,Rel
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.179.1,1.49048894,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002914,Myb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.179.3,1.4694988900000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002914,Myb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.179.4,1.48511397,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002914,Myb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.179.5,1.48511397,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002914,Myb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.179,1.48470397,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002914,Myb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.179.2,1.4896178999999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002914,Myb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.18.1,1.125785,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0028979,tio
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.18,1.1642888400000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0028979,tio
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.18.1.1,1.1271896145,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0028979,tio
